customer_id,tenure_months,contract_type,monthly_bill,data_used_gb,support_calls,is_senior,payment_method,churn
253,68,one_year,84.32,1.2,4,1,debit,0
22,10,month-to-month,68.66,3.4,1,1,debit,1
1338,3,month-to-month,35.02,17.3,0,0,credit_card,1
460,59,one_year,49.84,6.9,0,1,bank_transfer,0
1185,18,two_year,20.15,11.2,1,0,cheque,1
277,34,month-to-month,104.16,13.0,3,0,debit,1
956,44,two_year,77.88,14.7,0,0,cheque,1
1216,12,one_year,62.18,9.1,1,0,bank_transfer,0
386,60,month-to-month,46.97,5.9,1,0,bank_transfer,0
806,31,one_year,,9.4,1,0,bank_transfer,0
1438,31,month-to-month,105.24,13.1,0,0,bank_transfer,1
1516,61,month-to-month,41.17,12.7,3,0,debit,0
344,21,month-to-month,70.25,10.0,0,1,credit_card,1
770,52,month-to-month,65.8,3.0,0,1,debit,0
1333,23,month-to-month,69.07,9.6,1,0,debit,0
1686,21,two_year,99.79,4.4,5,0,cheque,1
131,20,month-to-month,29.91,13.8,1,0,bank_transfer,0
1688,24,month-to-month,88.8,11.9,1,1,debit,1
872,39,month-to-month,71.98,22.1,2,0,bank_transfer,1
1124,59,two_year,30.05,,5,0,bank_transfer,0
1397,53,two_year,50.64,23.4,1,0,debit,0
88,8,month-to-month,100.08,5.5,2,0,bank_transfer,1
1483,72,month-to-month,81.42,10.5,2,0,credit_card,1
331,39,month-to-month,84.95,1.6,0,0,cheque,0
1239,41,one_year,105.33,8.9,1,1,debit,0
467,55,month-to-month,45.97,10.8,0,1,bank_transfer,0
122,51,month-to-month,50.76,1.5,1,1,bank_transfer,0
1639,59,month-to-month,65.3,7.1,0,0,credit_card,0
1045,46,month-to-month,71.4,6.2,0,0,credit_card,0
1725,1,one_year,75.88,13.9,1,0,cheque,1
1096,64,one_year,42.47,11.0,3,1,cheque,0
1131,18,one_year,62.37,12.3,5,0,bank_transfer,1
1295,51,month-to-month,46.33,6.1,2,0,cheque,0
861,27,month-to-month,,12.0,1,1,bank_transfer,1
1460,68,one_year,101.1,14.4,2,0,bank_transfer,0
1127,7,month-to-month,81.63,22.3,1,0,credit_card,1
